household_id,person_number,employment_status2code,lab_salary_raw,salary,salary_status,employment_status,salary_flag
661108640000001601,01,3,888888888,,Not applicable (not employed),Not economically active,
661108640000001601,02,2,888888888,,Not applicable (not employed),Unemployed,
661108640000001601,03,1,5257,5257,Reported,Employed,
661108640000001601,04,3,888888888,,Not applicable (not employed),Not economically active,
661108640000004601,01,1,21583,21583,Reported,Employed,
661108640000006101,02,3,888888888,,Not applicable (not employed),Not economically active,
661108640000007601,01,3,888888888,,Not applicable (not employed),Not economically active,
661108640000007601,02,3,888888888,,Not applicable (not employed),Not economically active,
661108640000007601,03,2,888888888,,Not applicable (not employed),Unemployed,
661108640000007601,04,2,888888888,,Not applicable (not employed),Unemployed,
661108640000007601,05,3,888888888,,Not applicable (not employed),Not economically active,
661108640000010601,01,3,888888888,,Not applicable (not employed),Not economically active,
661108640000010601,02,3,888888888,,Not applicable (not employed),Not economically active,
661108640000012101,02,1,5257,5257,Reported,Employed,
661108640000012101,03,3,888888888,,Not applicable (not employed),Not economically active,
661108720000007001,02,3,888888888,,Not applicable (not employed),Not economically active,
661108720000007001,03,2,888888888,,Not applicable (not employed),Unemployed,
661108720000007001,04,3,888888888,,Not applicable (not employed),Not economically active,
661108720000007001,05,3,888888888,,Not applicable (not employed),Not economically active,
661108720000012401,02,3,888888888,,Not applicable (not employed),Not economically active,
661108960000005601,01,3,888888888,,Not applicable (not employed),Not economically active,
661108960000010101,01,3,888888888,,Not applicable (not employed),Not economically active,
661108960000010101,02,3,888888888,,Not applicable (not employed),Not economically active,
661108960000014601,01,3,888888888,,Not applicable (not employed),Not economically active,
661108960000023601,01,1,1500,1500,Reported,Employed,
661109160000007901,01,1,2900,2900,Reported,Employed,
661109160000007901,02,1,2900,2900,Reported,Employed,
661200020000015101,01,1,5000,5000,Reported,Employed,
661200020000015101,02,1,5600,5600,Reported,Employed,
661200020000015101,03,2,888888888,,Not applicable (not employed),Unemployed,
661200020000034701,01,1,1200,1200,Reported,Employed,
661200020000054301,01,2,888888888,,Not applicable (not employed),Unemployed,
661200020000093501,01,1,12000,12000,Reported,Employed,
661200020000093501,02,1,8000,8000,Reported,Employed,
661200020000113101,01,1,16500,16500,Reported,Employed,
661200020000113101,02,1,8000,8000,Reported,Employed,
662100210000006701,01,1,2400,2400,Reported,Employed,
662100210000006701,02,2,888888888,,Not applicable (not employed),Unemployed,
662100210000011801,01,1,5000,5000,Reported,Employed,
662100210000016901,01,1,1249,1249,Reported,Employed,
662100210000022001,01,1,4500,4500,Reported,Employed,
662100210000022001,02,3,888888888,,Not applicable (not employed),Not economically active,
662100210000022001,03,1,1800,1800,Reported,Employed,
662100210000022001,04,3,888888888,,Not applicable (not employed),Not economically active,
662100210000022001,05,3,888888888,,Not applicable (not employed),Not economically active,
662100210000027101,02,3,888888888,,Not applicable (not employed),Not economically active,
662100210000032201,01,2,888888888,,Not applicable (not employed),Unemployed,
662100210000032201,02,2,888888888,,Not applicable (not employed),Unemployed,
662100210000032201,03,3,888888888,,Not applicable (not employed),Not economically active,
662100210000037301,01,3,888888888,,Not applicable (not employed),Not economically active,
662100210000037301,02,1,6000,6000,Reported,Employed,
662100210000037301,03,3,888888888,,Not applicable (not employed),Not economically active,
662100210000047501,01,1,7000,7000,Reported,Employed,
662100210000047501,02,3,888888888,,Not applicable (not employed),Not economically active,
662100210000047501,03,3,888888888,,Not applicable (not employed),Not economically active,
662100210000052601,01,1,6000,6000,Reported,Employed,
662101410000002601,01,3,888888888,,Not applicable (not employed),Not economically active,
662101410000008601,01,1,960,960,Reported,Employed,
662101410000008601,02,2,888888888,,Not applicable (not employed),Unemployed,
662101410000008601,03,3,888888888,,Not applicable (not employed),Not economically active,
662101410000011601,01,3,888888888,,Not applicable (not employed),Not economically active,
662101410000011601,02,3,888888888,,Not applicable (not employed),Not economically active,
662101410000014601,01,2,888888888,,Not applicable (not employed),Unemployed,
662101410000014601,02,3,888888888,,Not applicable (not employed),Not economically active,
662101410000017601,01,1,6000,6000,Reported,Employed,
662101410000017601,02,3,888888888,,Not applicable (not employed),Not economically active,
662101410000017601,03,1,4800,4800,Reported,Employed,
662101410000017601,04,3,888888888,,Not applicable (not employed),Not economically active,
662101410000017601,05,3,888888888,,Not applicable (not employed),Not economically active,
662102750000002101,01,1,21583,21583,Reported,Employed,
662102750000002101,02,2,888888888,,Not applicable (not employed),Unemployed,
662102750000004301,01,1,1800,1800,Reported,Employed,
662102750000008701,02,3,888888888,,Not applicable (not employed),Not economically active,
662102920000001801,01,1,22000,22000,Reported,Employed,
662102920000001801,02,1,5000,5000,Reported,Employed,
662102920000004401,01,1,12000,12000,Reported,Employed,
662102920000004401,02,2,888888888,,Not applicable (not employed),Unemployed,
662102920000004401,03,3,888888888,,Not applicable (not employed),Not economically active,
662102920000007001,01,1,7000,7000,Reported,Employed,
662102920000007001,02,2,888888888,,Not applicable (not employed),Unemployed,
662102920000012201,01,1,20000,20000,Reported,Employed,
662102920000012201,02,3,888888888,,Not applicable (not employed),Not economically active,
662102920000022601,01,1,4000,4000,Reported,Employed,
662102920000025201,01,1,27000,27000,Reported,Employed,
662102920000025201,02,2,888888888,,Not applicable (not employed),Unemployed,
662104760000001801,01,3,888888888,,Not applicable (not employed),Not economically active,
662104760000001801,02,3,888888888,,Not applicable (not employed),Not economically active,
662104760000003901,01,1,50000,50000,Reported,Employed,
662104760000008101,01,1,27500,27500,Reported,Employed,
662104760000008101,02,1,39000,39000,Reported,Employed,
662104760000012301,01,1,18000,18000,Reported,Employed,
662104760000012301,02,3,888888888,,Not applicable (not employed),Not economically active,
662104760000014401,01,1,65948,65948,Reported,Employed,
662104790000002501,01,2,888888888,,Not applicable (not employed),Unemployed,
662104790000015101,01,2,888888888,,Not applicable (not employed),Unemployed,
662104790000015101,02,1,5000,5000,Reported,Employed,
662104790000016901,01,1,18000,18000,Reported,Employed,
662104820000010401,01,1,20000,20000,Reported,Employed,
662104820000012201,01,1,900,900,Reported,Employed,
662104820000015801,01,1,3000,3000,Reported,Employed,
662104820000021201,01,2,888888888,,Not applicable (not employed),Unemployed,
662104960000000601,01,1,4000,4000,Reported,Employed,
662104960000009401,01,1,2000,2000,Reported,Employed,
662104960000018201,01,1,2000,2000,Reported,Employed,
662104960000044601,01,1,4000,4000,Reported,Employed,
662104960000062201,01,1,16000,16000,Reported,Employed,
662104960000071001,02,2,888888888,,Not applicable (not employed),Unemployed,
662104960000088601,01,2,888888888,,Not applicable (not employed),Unemployed,
662105100000012401,02,3,888888888,,Not applicable (not employed),Not economically active,
662105100000017101,01,2,888888888,,Not applicable (not employed),Unemployed,
662105100000021801,01,1,22000,22000,Reported,Employed,
662105100000021801,02,2,888888888,,Not applicable (not employed),Unemployed,
662105100000026501,01,1,900,900,Reported,Employed,
662105100000026501,02,2,888888888,,Not applicable (not employed),Unemployed,
662105100000026501,03,3,888888888,,Not applicable (not employed),Not economically active,
662105100000045301,01,1,3000,3000,Reported,Employed,
662105100000045301,02,2,888888888,,Not applicable (not employed),Unemployed,
662105100000045301,03,3,888888888,,Not applicable (not employed),Not economically active,
662105100000050001,01,2,888888888,,Not applicable (not employed),Unemployed,
662105100000050001,02,1,4000,4000,Reported,Employed,
662105150000000601,01,1,30000,30000,Reported,Employed,
662105150000000601,02,1,10000,10000,Reported,Employed,
662105150000000601,03,2,888888888,,Not applicable (not employed),Unemployed,
662105150000004001,01,1,20400,20400,Reported,Employed,
662105150000007401,01,1,77319,77319,Reported,Employed,
662105150000007401,02,1,9000,9000,Reported,Employed,
662105150000014201,01,3,888888888,,Not applicable (not employed),Not economically active,
662105150000014201,02,1,32000,32000,Reported,Employed,
662105150000017601,01,2,888888888,,Not applicable (not employed),Unemployed,
662105150000017601,02,1,30000,30000,Reported,Employed,
662105150000017601,03,3,888888888,,Not applicable (not employed),Not economically active,
662105150000017601,04,3,888888888,,Not applicable (not employed),Not economically active,
662105150000021001,01,2,888888888,,Not applicable (not employed),Unemployed,
662105460000002901,01,1,700,700,Reported,Employed,
662105460000005401,01,3,888888888,,Not applicable (not employed),Not economically active,
662105460000005401,02,2,888888888,,Not applicable (not employed),Unemployed,
662105460000007901,01,1,3900,3900,Reported,Employed,
662105460000010401,01,1,7800,7800,Reported,Employed,
662105460000015401,01,1,3000,3000,Reported,Employed,
662105460000020401,01,1,2000,2000,Reported,Employed,
662105460000020401,02,1,2400,2400,Reported,Employed,
662106060000002601,01,3,888888888,,Not applicable (not employed),Not economically active,
662106060000002601,02,1,1000,1000,Reported,Employed,
662106060000002601,03,3,888888888,,Not applicable (not employed),Not economically active,
662106060000005201,01,1,3000,3000,Reported,Employed,
662106060000005201,02,3,888888888,,Not applicable (not employed),Not economically active,
662106060000005201,03,2,888888888,,Not applicable (not employed),Unemployed,
662106060000005201,04,3,888888888,,Not applicable (not employed),Not economically active,
662106060000007801,01,3,888888888,,Not applicable (not employed),Not economically active,
662106060000007801,02,1,2000,2000,Reported,Employed,
662106060000010401,01,3,888888888,,Not applicable (not employed),Not economically active,
662106060000010401,02,2,888888888,,Not applicable (not employed),Unemployed,
662106060000010401,03,2,888888888,,Not applicable (not employed),Unemployed,
662106060000010401,04,3,888888888,,Not applicable (not employed),Not economically active,
662106060000013001,01,3,888888888,,Not applicable (not employed),Not economically active,
662106060000013001,02,2,888888888,,Not applicable (not employed),Unemployed,
662106060000015601,02,2,888888888,,Not applicable (not employed),Unemployed,
662106060000015601,03,1,2000,2000,Reported,Employed,
662106060000020801,01,1,5000,5000,Reported,Employed,
662106060000020801,02,2,888888888,,Not applicable (not employed),Unemployed,
662106150000001501,02,2,888888888,,Not applicable (not employed),Unemployed,
662106150000001501,03,2,888888888,,Not applicable (not employed),Unemployed,
662106150000004101,02,1,960,960,Reported,Employed,
662106150000004101,03,2,888888888,,Not applicable (not employed),Unemployed,
662106150000004101,04,2,888888888,,Not applicable (not employed),Unemployed,
662106150000006701,01,1,14400,14400,Reported,Employed,
662106150000006701,02,3,888888888,,Not applicable (not employed),Not economically active,
662106150000006701,03,3,888888888,,Not applicable (not employed),Not economically active,
662106150000009301,01,1,30000,30000,Reported,Employed,
662106150000009301,02,1,15000,15000,Reported,Employed,
662106150000009301,03,3,888888888,,Not applicable (not employed),Not economically active,
662106150000009301,04,3,888888888,,Not applicable (not employed),Not economically active,
662106150000011901,01,1,20000,20000,Reported,Employed,
662106150000011901,02,1,15000,15000,Reported,Employed,
662106150000011901,03,1,15000,15000,Reported,Employed,
662106150000011901,04,3,888888888,,Not applicable (not employed),Not economically active,
662106150000017101,01,3,888888888,,Not applicable (not employed),Not economically active,
662106150000017101,02,3,888888888,,Not applicable (not employed),Not economically active,
662106150000019701,01,2,888888888,,Not applicable (not employed),Unemployed,
662106150000019701,03,3,888888888,,Not applicable (not employed),Not economically active,
662106150000019701,04,3,888888888,,Not applicable (not employed),Not economically active,
662106150000024901,01,2,888888888,,Not applicable (not employed),Unemployed,
662106150000024901,02,2,888888888,,Not applicable (not employed),Unemployed,
662106280000000601,01,1,13352,13352,Reported,Employed,
662106280000000601,02,3,888888888,,Not applicable (not employed),Not economically active,
662106280000004901,01,1,5000,5000,Reported,Employed,
662106280000009201,02,1,15000,15000,Reported,Employed,
662106280000009201,03,2,888888888,,Not applicable (not employed),Unemployed,
662106280000009201,04,1,4800,4800,Reported,Employed,
662106280000009201,05,1,4500,4500,Reported,Employed,
662106280000013501,01,2,888888888,,Not applicable (not employed),Unemployed,
662106280000013501,02,2,888888888,,Not applicable (not employed),Unemployed,
662106280000013501,03,2,888888888,,Not applicable (not employed),Unemployed,
662106280000013501,04,3,888888888,,Not applicable (not employed),Not economically active,
662106280000017801,01,2,888888888,,Not applicable (not employed),Unemployed,
662106280000022101,01,1,20000,20000,Reported,Employed,
662106280000026401,01,1,8600,8600,Reported,Employed,
662106280000026401,02,3,888888888,,Not applicable (not employed),Not economically active,
662106280000043601,01,1,7500,7500,Reported,Employed,
662106280000052201,01,2,888888888,,Not applicable (not employed),Unemployed,
662106280000052201,02,3,888888888,,Not applicable (not employed),Not economically active,
662106280000056501,01,1,960,960,Reported,Employed,
662106280000056501,02,2,888888888,,Not applicable (not employed),Unemployed,
662106280000060801,01,1,9000,9000,Reported,Employed,
662106510000003401,01,3,888888888,,Not applicable (not employed),Not economically active,
662106510000015801,01,1,9000,9000,Reported,Employed,
662106510000015801,02,3,888888888,,Not applicable (not employed),Not economically active,
662106510000022001,01,1,1500,1500,Reported,Employed,
662106510000028201,01,1,12000,12000,Reported,Employed,
662106510000028201,02,3,888888888,,Not applicable (not employed),Not economically active,
662106510000028201,03,3,888888888,,Not applicable (not employed),Not economically active,
662106510000040601,01,1,2500,2500,Reported,Employed,
662106510000040601,02,3,888888888,,Not applicable (not employed),Not economically active,
662106510000040601,03,3,888888888,,Not applicable (not employed),Not economically active,
662106510000053001,01,1,300,300,Reported,Employed,
662106520000005001,01,1,30000,30000,Reported,Employed,
662106520000040701,01,1,12000,12000,Reported,Employed,
662106520000040701,02,3,888888888,,Not applicable (not employed),Not economically active,
662106520000050901,01,1,900,900,Reported,Employed,
662106520000050901,02,3,888888888,,Not applicable (not employed),Not economically active,
662106640000001001,03,1,2500,2500,Reported,Employed,
662106640000001001,04,2,888888888,,Not applicable (not employed),Unemployed,
662106640000005601,01,3,888888888,,Not applicable (not employed),Not economically active,
662106640000005601,02,2,888888888,,Not applicable (not employed),Unemployed,
662106640000005601,03,3,888888888,,Not applicable (not employed),Not economically active,
662106640000007901,01,2,888888888,,Not applicable (not employed),Unemployed,
662106640000012501,01,1,13000,13000,Reported,Employed,
662106640000012501,02,1,7500,7500,Reported,Employed,
662106640000019401,01,1,11500,11500,Reported,Employed,
662106640000024001,01,2,888888888,,Not applicable (not employed),Unemployed,
662107010000000601,01,1,1600,1600,Reported,Employed,
662107010000024601,01,2,888888888,,Not applicable (not employed),Unemployed,
662107010000048601,01,1,6000,6000,Reported,Employed,
662107010000056601,01,1,9870,9870,Reported,Employed,
662107010000080601,01,1,1600,1600,Reported,Employed,
662107010000080601,02,2,888888888,,Not applicable (not employed),Unemployed,
662107260000006101,01,1,7800,7800,Reported,Employed,
662107260000006101,02,2,888888888,,Not applicable (not employed),Unemployed,
662107260000006101,03,2,888888888,,Not applicable (not employed),Unemployed,
662107260000006101,04,2,888888888,,Not applicable (not employed),Unemployed,
662107260000006101,05,3,888888888,,Not applicable (not employed),Not economically active,
662107260000014301,01,1,1200,1200,Reported,Employed,
662107260000014301,02,3,888888888,,Not applicable (not employed),Not economically active,
662107260000014301,04,3,888888888,,Not applicable (not employed),Not economically active,
662107260000022501,01,1,12000,12000,Reported,Employed,
662107260000030701,01,1,6000,6000,Reported,Employed,
662107260000030701,02,3,888888888,,Not applicable (not employed),Not economically active,
662107260000055301,01,1,4600,4600,Reported,Employed,
662107500000003001,01,3,888888888,,Not applicable (not employed),Not economically active,
662107500000003001,02,1,10000,10000,Reported,Employed,
662107500000012001,01,1,2400,2400,Reported,Employed,
662107500000012001,02,2,888888888,,Not applicable (not employed),Unemployed,
662107500000012001,03,1,10000,10000,Reported,Employed,
662107500000012001,04,3,888888888,,Not applicable (not employed),Not economically active,
662107500000021001,01,3,888888888,,Not applicable (not employed),Not economically active,
662107500000021001,02,1,20000,20000,Reported,Employed,
662107500000021001,03,3,888888888,,Not applicable (not employed),Not economically active,
662107500000021001,04,3,888888888,,Not applicable (not employed),Not economically active,
662107650000003501,02,1,1800,1800,Reported,Employed,
662107650000003501,03,3,888888888,,Not applicable (not employed),Not economically active,
662107650000009501,01,1,24000,24000,Reported,Employed,
662107650000009501,02,3,888888888,,Not applicable (not employed),Not economically active,
662107650000012501,01,1,6958,6958,Reported,Employed,
662107650000012501,02,3,888888888,,Not applicable (not employed),Not economically active,
662107650000018501,01,3,888888888,,Not applicable (not employed),Not economically active,
662107650000018501,02,1,4600,4600,Reported,Employed,
662107650000018501,03,3,888888888,,Not applicable (not employed),Not economically active,
662107650000018501,04,2,888888888,,Not applicable (not employed),Unemployed,
662107650000018501,05,3,888888888,,Not applicable (not employed),Not economically active,
662107650000021501,01,1,900,900,Reported,Employed,
662107740000000201,01,1,3500,3500,Reported,Employed,
662107740000014201,01,3,888888888,,Not applicable (not employed),Not economically active,
662107740000014201,02,1,1600,1600,Reported,Employed,
662107740000014201,03,2,888888888,,Not applicable (not employed),Unemployed,
662107740000014201,04,3,888888888,,Not applicable (not employed),Not economically active,
662107740000017701,01,1,2000,2000,Reported,Employed,
662107740000017701,02,2,888888888,,Not applicable (not employed),Unemployed,
662107740000017701,03,3,888888888,,Not applicable (not employed),Not economically active,
662107920000001001,01,2,888888888,,Not applicable (not employed),Unemployed,
662107920000001001,02,2,888888888,,Not applicable (not employed),Unemployed,
662107920000001001,03,3,888888888,,Not applicable (not employed),Not economically active,
662107920000003701,01,1,2800,2800,Reported,Employed,
662107920000006401,01,2,888888888,,Not applicable (not employed),Unemployed,
662107920000011801,01,1,6000,6000,Reported,Employed,
662107920000019901,01,1,16800,16800,Reported,Employed,
662108210000003401,01,2,888888888,,Not applicable (not employed),Unemployed,
662108210000003401,02,2,888888888,,Not applicable (not employed),Unemployed,
662108210000003401,03,3,888888888,,Not applicable (not employed),Not economically active,
662108210000012601,01,1,19000,19000,Reported,Employed,
662108210000012601,02,3,888888888,,Not applicable (not employed),Not economically active,
662108210000031001,01,1,2000,2000,Reported,Employed,
662108210000035601,01,1,9500,9500,Reported,Employed,
662108590000002101,03,2,888888888,,Not applicable (not employed),Unemployed,
662108590000010101,01,3,888888888,,Not applicable (not employed),Not economically active,
662108590000010101,02,3,888888888,,Not applicable (not employed),Not economically active,
662108590000010101,03,3,888888888,,Not applicable (not employed),Not economically active,
662108590000014101,02,3,888888888,,Not applicable (not employed),Not economically active,
662108590000014101,03,1,2000,2000,Reported,Employed,
662108590000014101,04,1,6500,6500,Reported,Employed,
662108590000014101,05,1,6500,6500,Reported,Employed,
662108590000014101,06,3,888888888,,Not applicable (not employed),Not economically active,
662108590000018101,01,2,888888888,,Not applicable (not employed),Unemployed,
662108590000030101,01,1,19000,19000,Reported,Employed,
662108590000042101,01,2,888888888,,Not applicable (not employed),Unemployed,
662108590000058101,01,1,4000,4000,Reported,Employed,
662108740000002001,01,1,2400,2400,Reported,Employed,
662108740000007801,02,3,888888888,,Not applicable (not employed),Not economically active,
662108740000025201,01,1,11500,11500,Reported,Employed,
662108740000025201,02,2,888888888,,Not applicable (not employed),Unemployed,
662108740000042601,01,1,9870,9870,Reported,Employed,
662108740000048401,01,3,888888888,,Not applicable (not employed),Not economically active,
662108740000048401,02,1,24000,24000,Reported,Employed,
662108740000054201,01,1,3800,3800,Reported,Employed,
662108740000060001,01,1,13352,13352,Reported,Employed,
662108740000065801,01,1,10000,10000,Reported,Employed,
662108790000003401,02,3,888888888,,Not applicable (not employed),Not economically active,
662108790000003401,03,2,888888888,,Not applicable (not employed),Unemployed,
662108790000010301,02,1,800,800,Reported,Employed,
662108790000010301,03,1,6800,6800,Reported,Employed,
662108790000010301,04,3,888888888,,Not applicable (not employed),Not economically active,
662108790000037901,01,1,18000,18000,Reported,Employed,
662108790000058601,01,1,2600,2600,Reported,Employed,
662108790000058601,02,1,2000,2000,Reported,Employed,
662108900000008501,01,1,7000,7000,Reported,Employed,
662108900000008501,02,3,888888888,,Not applicable (not employed),Not economically active,
662108900000014101,01,1,17000,17000,Reported,Employed,
662108900000014101,02,1,15000,15000,Reported,Employed,
662108900000014101,03,3,888888888,,Not applicable (not employed),Not economically active,
662108900000014101,04,3,888888888,,Not applicable (not employed),Not economically active,
662108900000019701,01,1,18500,18500,Reported,Employed,
662108900000025301,01,1,7500,7500,Reported,Employed,
662108900000025301,02,3,888888888,,Not applicable (not employed),Not economically active,
662108900000030901,01,2,888888888,,Not applicable (not employed),Unemployed,
662108900000047701,01,1,1000,1000,Reported,Employed,
662108900000047701,02,3,888888888,,Not applicable (not employed),Not economically active,
662109000000001801,01,1,12700,12700,Reported,Employed,
662109000000007901,01,1,2000,2000,Reported,Employed,
662109000000014001,01,1,2500,2500,Reported,Employed,
662109000000014001,02,3,888888888,,Not applicable (not employed),Not economically active,
662109000000026201,01,1,13000,13000,Reported,Employed,
662109000000032301,01,1,13000,13000,Reported,Employed,
662109000000038401,01,1,13000,13000,Reported,Employed,
662109000000038401,02,3,888888888,,Not applicable (not employed),Not economically active,
662109000000050601,01,1,1800,1800,Reported,Employed,
662109000000050601,02,1,3000,3000,Reported,Employed,
662109000000087201,01,1,13000,13000,Reported,Employed,
662109000000087201,02,1,18000,18000,Reported,Employed,
662109000000087201,03,3,888888888,,Not applicable (not employed),Not economically active,
662109000000087201,04,3,888888888,,Not applicable (not employed),Not economically active,
662109000000099401,01,3,888888888,,Not applicable (not employed),Not economically active,
662109070000000101,01,1,4000,4000,Reported,Employed,
662109070000000101,02,2,888888888,,Not applicable (not employed),Unemployed,
662109070000000101,03,3,888888888,,Not applicable (not employed),Not economically active,
662109070000004301,01,1,13000,13000,Reported,Employed,
662109070000004301,02,3,888888888,,Not applicable (not employed),Not economically active,
662109070000004301,03,2,888888888,,Not applicable (not employed),Unemployed,
662109070000004301,04,3,888888888,,Not applicable (not employed),Not economically active,
662109070000021101,01,1,800,800,Reported,Employed,
662109070000037901,01,1,50600,50600,Reported,Employed,
662109070000042101,01,1,11900,11900,Reported,Employed,
662109090000003501,01,3,888888888,,Not applicable (not employed),Not economically active,
662109090000003501,02,1,12700,12700,Reported,Employed,
662109090000003501,03,3,888888888,,Not applicable (not employed),Not economically active,
662109090000003501,04,2,888888888,,Not applicable (not employed),Unemployed,
662109090000003501,05,3,888888888,,Not applicable (not employed),Not economically active,
662109090000003501,07,2,888888888,,Not applicable (not employed),Unemployed,
662109090000007601,02,3,888888888,,Not applicable (not employed),Not economically active,
662109090000007601,03,3,888888888,,Not applicable (not employed),Not economically active,
662109090000011701,01,3,888888888,,Not applicable (not employed),Not economically active,
662109090000011701,02,3,888888888,,Not applicable (not employed),Not economically active,
662109090000011701,03,3,888888888,,Not applicable (not employed),Not economically active,
662109090000011701,04,3,888888888,,Not applicable (not employed),Not economically active,
662109090000019901,01,1,2000,2000,Reported,Employed,
662109090000019901,02,3,888888888,,Not applicable (not employed),Not economically active,
662109140000001501,01,1,14000,14000,Reported,Employed,
662109140000001501,02,2,888888888,,Not applicable (not employed),Unemployed,
662109140000009301,01,1,6958,6958,Reported,Employed,
662109140000009301,02,2,888888888,,Not applicable (not employed),Unemployed,
662109140000009301,03,3,888888888,,Not applicable (not employed),Not economically active,
662109140000009301,04,3,888888888,,Not applicable (not employed),Not economically active,
662109140000014501,01,1,750,750,Reported,Employed,
662109140000017101,01,1,1500,1500,Reported,Employed,
662109140000019701,01,1,30000,30000,Reported,Employed,
662109140000019701,02,3,888888888,,Not applicable (not employed),Not economically active,
662109140000019701,03,2,888888888,,Not applicable (not employed),Unemployed,
662109140000019701,04,2,888888888,,Not applicable (not employed),Unemployed,
662109140000019701,05,3,888888888,,Not applicable (not employed),Not economically active,
662109140000019701,07,3,888888888,,Not applicable (not employed),Not economically active,
662109190000003001,02,2,888888888,,Not applicable (not employed),Unemployed,
662109190000003001,03,3,888888888,,Not applicable (not employed),Not economically active,
662109190000006301,01,2,888888888,,Not applicable (not employed),Unemployed,
662109190000009601,01,1,30000,30000,Reported,Employed,
662109190000019501,01,1,2000,2000,Reported,Employed,
662109190000019501,02,3,888888888,,Not applicable (not employed),Not economically active,
662109190000022801,01,1,25000,25000,Reported,Employed,
662109330000003401,01,1,15000,15000,Reported,Employed,
662109330000003401,02,1,15000,15000,Reported,Employed,
662109330000007101,01,1,4000,4000,Reported,Employed,
662109330000007101,02,3,888888888,,Not applicable (not employed),Not economically active,
662109330000007101,03,3,888888888,,Not applicable (not employed),Not economically active,
662109330000007101,04,3,888888888,,Not applicable (not employed),Not economically active,
662109330000007101,05,3,888888888,,Not applicable (not employed),Not economically active,
662109330000010801,01,1,1000,1000,Reported,Employed,
662109330000010801,02,3,888888888,,Not applicable (not employed),Not economically active,
662109330000014501,03,1,6800,6800,Reported,Employed,
662109330000014501,04,1,1200,1200,Reported,Employed,
662109330000014501,05,2,888888888,,Not applicable (not employed),Unemployed,
662109330000018201,01,1,5600,5600,Reported,Employed,
662109330000021901,01,1,15600,15600,Reported,Employed,
662109330000033001,01,1,15500,15500,Reported,Employed,
662109330000033001,02,3,888888888,,Not applicable (not employed),Not economically active,
662109330000036701,01,3,888888888,,Not applicable (not employed),Not economically active,
662109330000036701,02,1,3200,3200,Reported,Employed,
662110160000001401,01,2,888888888,,Not applicable (not employed),Unemployed,
662110160000001401,02,3,888888888,,Not applicable (not employed),Not economically active,
662110160000005801,01,2,888888888,,Not applicable (not employed),Unemployed,
662110160000008001,02,3,888888888,,Not applicable (not employed),Not economically active,
662110280000001001,02,3,888888888,,Not applicable (not employed),Not economically active,
662110280000001001,03,1,25000,25000,Reported,Employed,
662110280000001001,04,1,13000,13000,Reported,Employed,
662110280000001001,05,1,7500,7500,Reported,Employed,
662110280000001001,06,2,888888888,,Not applicable (not employed),Unemployed,
662110280000001001,07,2,888888888,,Not applicable (not employed),Unemployed,
662110280000001001,08,2,888888888,,Not applicable (not employed),Unemployed,
662110280000002601,01,2,888888888,,Not applicable (not employed),Unemployed,
662110280000005801,02,3,888888888,,Not applicable (not employed),Not economically active,
662110280000005801,03,1,13000,13000,Reported,Employed,
662110280000007401,01,2,888888888,,Not applicable (not employed),Unemployed,
662110280000007401,02,3,888888888,,Not applicable (not employed),Not economically active,
662110280000009001,02,1,6800,6800,Reported,Employed,
662110280000009001,03,1,5000,5000,Reported,Employed,
662110280000012201,01,2,888888888,,Not applicable (not employed),Unemployed,
662110280000012201,02,2,888888888,,Not applicable (not employed),Unemployed,
662110280000013801,01,1,20400,20400,Reported,Employed,
662110280000013801,02,1,2500,2500,Reported,Employed,
662110280000013801,03,2,888888888,,Not applicable (not employed),Unemployed,
662110280000013801,04,1,4800,4800,Reported,Employed,
662110320000004601,01,1,3900,3900,Reported,Employed,
662110320000006201,01,1,8000,8000,Reported,Employed,
662110320000006201,02,1,6000,6000,Reported,Employed,
662110320000006201,03,3,888888888,,Not applicable (not employed),Not economically active,
662110320000007801,02,3,888888888,,Not applicable (not employed),Not economically active,
662110320000007801,03,3,888888888,,Not applicable (not employed),Not economically active,
662110320000009401,01,1,17000,17000,Reported,Employed,
662110320000009401,02,1,3500,3500,Reported,Employed,
662110320000009401,03,2,888888888,,Not applicable (not employed),Unemployed,
662110320000011001,01,2,888888888,,Not applicable (not employed),Unemployed,
662110320000011001,02,1,3200,3200,Reported,Employed,
662110320000011001,03,3,888888888,,Not applicable (not employed),Not economically active,
662110320000012601,03,2,888888888,,Not applicable (not employed),Unemployed,
662110320000012601,04,2,888888888,,Not applicable (not employed),Unemployed,
662110320000012601,05,1,2000,2000,Reported,Employed,
662110320000014201,01,3,888888888,,Not applicable (not employed),Not economically active,
662110590000000301,01,1,1500,1500,Reported,Employed,
662110590000000301,02,3,888888888,,Not applicable (not employed),Not economically active,
662110590000002301,01,1,800,800,Reported,Employed,
662110590000002301,02,2,888888888,,Not applicable (not employed),Unemployed,
662110590000004301,01,2,888888888,,Not applicable (not employed),Unemployed,
662110590000006301,01,1,5000,5000,Reported,Employed,
662110590000006301,02,3,888888888,,Not applicable (not employed),Not economically active,
662110590000006301,03,3,888888888,,Not applicable (not employed),Not economically active,
662110590000006301,04,3,888888888,,Not applicable (not employed),Not economically active,
662110590000008301,01,1,12000,12000,Reported,Employed,
662110590000008301,02,3,888888888,,Not applicable (not employed),Not economically active,
662110590000008301,03,1,1000,1000,Reported,Employed,
662110590000008301,04,1,888888888,,Non-response (employed),Employed,
662110590000010301,01,2,888888888,,Not applicable (not employed),Unemployed,
