household_id,person_number,education_level_code,education_attendance_code,institution_type_code,reason_not_attending_code,education_level_flag,education_attendance_flag,education_level,education_attendance,institution_type,reason_not_attending
580101580000010501,03,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
580101580000012601,01,11,2,88,9,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Unable to perform at school
580101590000001301,02,11,2,88,9,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Unable to perform at school
580101590000003001,01,11,2,88,1,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Too old/young
580101590000003001,02,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
580101590000003001,03,8,2,88,9,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Unable to perform at school
580101590000003001,04,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
580101590000004701,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
580101590000004701,02,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
580101590000004701,03,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
580101590000006401,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
580101590000006401,02,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
580101590000006401,03,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
580101590000008101,01,2,2,88,5,NA,NA,Grade 2/Sub B/Class 2,No,Not applicable,No money for fees
580101590000008101,02,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
580101590000008101,03,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
580101590000008101,04,12,2,88,16,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Not accepted for enrolment
580101810000000101,01,8,2,88,6,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,"Working (at home, business or job)"
580101810000000101,02,8,2,88,9,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Unable to perform at school
580101810000000101,03,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
580101810000000101,04,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
580101810000002601,02,19,2,88,1,NA,NA,Certificate less than Grade 12,No,Not applicable,Too old/young
580101810000002601,03,10,2,88,9,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Unable to perform at school
580101810000005101,01,11,2,88,2,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Completed education / satisfied / doesn't want to study
580101810000005101,02,11,2,88,7,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Family commitment (e.g. child minding)
580101810000007601,01,22,2,88,2,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Completed education / satisfied / doesn't want to study
580101810000012601,01,9,2,88,1,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Too old/young
580101810000012601,02,10,2,88,5,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,No money for fees
580101810000015101,01,7,2,88,1,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Too old/young
580101810000015101,02,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
580101810000015101,03,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
580101810000015101,04,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
580101810000015101,05,11,2,88,9,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Unable to perform at school
580101810000015102,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
580101810000015102,02,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
580101810000015102,03,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
580101810000017601,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
580101810000017601,02,6,2,88,10,NA,NA,Grade 6/Standard 4,No,Not applicable,Illness
580101810000020101,01,9,2,88,7,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Family commitment (e.g. child minding)
580101810000020101,02,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
580101810000020101,03,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
580102790000002001,01,2,2,88,1,NA,NA,Grade 2/Sub B/Class 2,No,Not applicable,Too old/young
580102790000002002,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
580102790000004201,02,6,2,88,1,NA,NA,Grade 6/Standard 4,No,Not applicable,Too old/young
580102790000004201,03,24,2,88,1,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Too old/young
580102790000004201,04,24,2,88,1,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Too old/young
580102790000004201,05,12,2,88,16,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Not accepted for enrolment
580102790000004201,06,24,2,88,2,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Completed education / satisfied / doesn't want to study
580102790000004201,07,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
580102790000004201,08,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
580102790000004201,09,12,2,88,16,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Not accepted for enrolment
580102790000010801,02,5,2,88,1,NA,NA,Grade 5/Standard 3/ABET/AET 2,No,Not applicable,Too old/young
580102790000010801,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
580102790000010801,04,12,2,88,16,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Not accepted for enrolment
580102790000013001,01,1,2,88,1,NA,NA,Grade 1/Sub A/Class 1,No,Not applicable,Too old/young
580102790000013001,02,12,2,88,16,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Not accepted for enrolment
580102790000013001,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
580102790000015201,01,22,2,88,1,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Too old/young
580102790000015201,02,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
580102790000017401,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
580102790000017401,02,24,2,88,2,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Completed education / satisfied / doesn't want to study
580103590000002401,02,12,1,7,88,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,Yes,Other college,Not applicable
580103590000002401,03,12,2,88,16,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Not accepted for enrolment
580103590000005101,03,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
580103590000007801,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
580103590000007801,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
580103590000010501,03,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
580103590000013201,01,98,2,88,1,NA,NA,No schooling,No,Not applicable,Too old/young
580103590000013201,02,3,2,88,1,NA,NA,Grade 3/Standard 1/ABET/AET 1,No,Not applicable,Too old/young
580103590000013201,03,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
580103590000013201,04,11,2,88,9,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Unable to perform at school
580103590000013201,05,11,2,88,9,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Unable to perform at school
580103590000013201,06,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
580103590000013201,07,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
580103590000013201,08,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
580103590000015901,01,22,2,88,1,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Too old/young
580103590000015901,02,22,2,88,2,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Completed education / satisfied / doesn't want to study
580103590000021301,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
580103590000021301,02,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
581100240000001201,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
581100240000001201,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
581100240000001201,05,24,2,88,2,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Completed education / satisfied / doesn't want to study
581100240000006401,01,24,2,88,1,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Too old/young
581100240000009001,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
581100240000009001,02,13,2,88,7,NA,NA,NTC I/N1/NQF 1,No,Not applicable,Family commitment (e.g. child minding)
581100240000009001,03,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
581100240000011601,01,24,2,88,2,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Completed education / satisfied / doesn't want to study
581100240000014201,01,11,2,88,9,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Unable to perform at school
581100240000016801,01,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
581100240000016802,01,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
581100240000016802,02,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
581101050000002501,01,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
581101050000002501,02,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
581101050000002501,03,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
581101050000002502,01,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
581101050000006101,01,24,1,5,88,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,Yes,Higher education institution (university / university of technology),Not applicable
581101050000009701,01,23,2,88,1,NA,NA,Higher Diploma/B-Tech/Occupational Cert NQF 7,No,Not applicable,Too old/young
581101050000013301,01,18,2,88,2,NA,NA,N6/NTC 6/Occupational Cert NQF 5,No,Not applicable,Completed education / satisfied / doesn't want to study
581101050000013301,02,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
581101050000016901,01,12,1,6,88,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,Yes,TVET college,Not applicable
581101050000020501,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
581101050000020501,02,25,2,88,2,NA,NA,Honours Degree/Postgrad Diploma/Occupational Cert NQF 8,No,Not applicable,Completed education / satisfied / doesn't want to study
581101050000020501,03,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
581101050000027701,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
581101050000027701,02,22,2,88,2,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Completed education / satisfied / doesn't want to study
581101050000034901,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
581101050000034901,02,24,2,88,2,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Completed education / satisfied / doesn't want to study
581101340000001001,01,10,2,88,9,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Unable to perform at school
581101340000001001,02,10,2,88,9,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Unable to perform at school
581101340000002901,01,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
581101340000002901,02,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
581101340000004801,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
581101340000008601,01,9,2,88,1,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Too old/young
581101340000008601,02,10,2,88,9,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Unable to perform at school
581101340000008601,03,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
581101340000010501,01,22,2,88,1,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Too old/young
581101340000010501,02,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
581101340000010501,03,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
581101340000012401,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
582100010000003401,01,24,2,88,2,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Completed education / satisfied / doesn't want to study
582100010000003401,02,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
582100010000005201,01,98,2,88,1,NA,NA,No schooling,No,Not applicable,Too old/young
582100010000005201,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
582100010000005201,03,11,2,88,7,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Family commitment (e.g. child minding)
582100010000005201,04,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
582100010000008801,03,22,2,88,3,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Institution too far
582100010000008801,04,7,1,2,88,NA,NA,Grade 7/Standard 5/ABET/AET 3,Yes,School (Grade R-12),Not applicable
582100010000010601,02,29,2,88,8,NA,NA,NA,No,Not applicable,Education useless / not interesting
582100010000014201,01,8,2,88,1,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Too old/young
582100090000001401,02,11,2,88,1,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Too old/young
582100090000001401,03,10,2,88,2,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Completed education / satisfied / doesn't want to study
582100090000001401,04,10,2,88,9,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Unable to perform at school
582100090000001401,05,9,2,88,9,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Unable to perform at school
582100090000001401,06,7,2,88,9,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Unable to perform at school
582100090000001401,07,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
582100090000001401,08,7,1,2,88,NA,NA,Grade 7/Standard 5/ABET/AET 3,Yes,School (Grade R-12),Not applicable
582100090000005801,02,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
582100090000005801,03,29,2,88,18,NA,NA,NA,No,Not applicable,Other reason
582100090000005801,04,9,2,88,8,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Education useless / not interesting
582100090000005801,05,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
582100090000010201,01,3,2,88,1,NA,NA,Grade 3/Standard 1/ABET/AET 1,No,Not applicable,Too old/young
582100090000012401,02,10,2,88,7,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Family commitment (e.g. child minding)
582100090000014601,02,24,2,88,18,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Other reason
582100090000019001,01,3,2,88,1,NA,NA,Grade 3/Standard 1/ABET/AET 1,No,Not applicable,Too old/young
582100090000019001,02,29,2,88,18,NA,NA,NA,No,Not applicable,Other reason
582100090000019001,03,11,2,88,18,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Other reason
582100090000021201,02,11,2,88,1,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Too old/young
582100090000023401,01,11,2,88,1,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Too old/young
582100090000023401,02,29,2,88,8,NA,NA,NA,No,Not applicable,Education useless / not interesting
582100090000025601,01,7,2,88,1,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Too old/young
582100090000025601,03,7,1,2,88,NA,NA,Grade 7/Standard 5/ABET/AET 3,Yes,School (Grade R-12),Not applicable
582100190000015101,02,6,2,88,1,NA,NA,Grade 6/Standard 4,No,Not applicable,Too old/young
582100190000015101,03,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
582100190000015101,05,11,2,88,7,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Family commitment (e.g. child minding)
582100190000015101,09,8,2,88,18,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Other reason
582100190000032701,01,98,2,88,1,NA,NA,No schooling,No,Not applicable,Too old/young
582100190000032701,02,98,2,88,1,NA,NA,No schooling,No,Not applicable,Too old/young
582100190000032701,03,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
582100190000032701,04,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
582100190000032701,05,12,2,88,2,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Completed education / satisfied / doesn't want to study
582100190000032701,06,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
582100190000032701,07,7,1,2,88,NA,NA,Grade 7/Standard 5/ABET/AET 3,Yes,School (Grade R-12),Not applicable
582100190000032701,08,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
582100190000037101,01,11,2,88,5,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,No money for fees
582100190000037101,02,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
582100190000037101,03,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
582100260000002201,01,21,2,88,1,NA,NA,Higher/National/Advanced Certificate with Grade 12/NQF 5,No,Not applicable,Too old/young
582100260000002201,03,24,1,5,88,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,Yes,Higher education institution (university / university of technology),Not applicable
582100260000002201,04,22,2,88,6,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,"Working (at home, business or job)"
582100260000002201,05,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
582100260000002201,09,10,1,2,88,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,Yes,School (Grade R-12),Not applicable
582100260000005901,02,11,2,88,1,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Too old/young
582100260000005901,03,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
582100260000005901,04,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
582100260000005901,05,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
582100260000005901,07,22,2,88,18,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,Other reason
582100260000005901,08,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
582100260000005901,10,8,2,88,18,NA,NA,Grade 8/Standard 6/Form 1,No,Not applicable,Other reason
582100260000005901,11,22,2,88,6,NA,NA,Diploma with Grade 12/Occupational Cert NQF 6,No,Not applicable,"Working (at home, business or job)"
582100260000017001,01,21,2,88,2,NA,NA,Higher/National/Advanced Certificate with Grade 12/NQF 5,No,Not applicable,Completed education / satisfied / doesn't want to study
582100260000020701,02,12,2,88,5,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,No money for fees
582100260000020702,01,9,2,88,9,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,No,Not applicable,Unable to perform at school
582100260000028101,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
582100260000028101,02,7,2,88,1,NA,NA,Grade 7/Standard 5/ABET/AET 3,No,Not applicable,Too old/young
582100260000028101,03,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
582100260000028101,04,10,2,88,2,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Completed education / satisfied / doesn't want to study
582100260000028101,05,11,1,2,88,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,Yes,School (Grade R-12),Not applicable
582100260000028101,06,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
582100260000031801,01,24,2,88,10,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,Illness
582100260000031801,02,24,2,88,5,NA,NA,Bachelor's Degree/Occupational Cert NQF 7,No,Not applicable,No money for fees
582100260000031801,03,14,2,88,5,NA,NA,NTC II/N2/NQF 2,No,Not applicable,No money for fees
582100950000003601,02,12,2,88,18,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Other reason
582100950000005301,01,98,2,88,1,NA,NA,No schooling,No,Not applicable,Too old/young
582100950000005301,02,8,1,2,88,NA,NA,Grade 8/Standard 6/Form 1,Yes,School (Grade R-12),Not applicable
582100950000008701,01,10,2,88,1,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Too old/young
582100950000008701,02,11,2,88,7,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Family commitment (e.g. child minding)
582100950000010401,02,1,2,88,1,NA,NA,Grade 1/Sub A/Class 1,No,Not applicable,Too old/young
582100950000012101,02,12,2,88,10,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Illness
582100950000012101,03,21,2,88,1,NA,NA,Higher/National/Advanced Certificate with Grade 12/NQF 5,No,Not applicable,Too old/young
582100950000012101,04,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
582100950000015501,01,98,2,88,1,NA,NA,No schooling,No,Not applicable,Too old/young
582100950000015501,02,6,2,88,7,NA,NA,Grade 6/Standard 4,No,Not applicable,Family commitment (e.g. child minding)
582100950000015501,03,9,1,2,88,NA,NA,Grade 9/Standard 7/Form 2/ABET/AET 4/NCV 1,Yes,School (Grade R-12),Not applicable
582101040000000301,02,10,2,88,9,NA,NA,Grade 10/Standard 8/Form 3/NCV 2,No,Not applicable,Unable to perform at school
582101040000005401,01,12,2,88,7,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Family commitment (e.g. child minding)
582101040000005401,02,11,2,88,8,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Education useless / not interesting
582101040000008801,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
582101040000008801,02,12,2,88,6,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,"Working (at home, business or job)"
582101040000010501,01,12,2,88,1,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Too old/young
582101040000010501,02,12,2,88,16,NA,NA,Grade 12/Standard 10/Form 5/NSC/Matric/NCV 4,No,Not applicable,Not accepted for enrolment
582101040000013901,01,11,2,88,1,NA,NA,Grade 11/Standard 9/Form 4/NCV 3,No,Not applicable,Too old/young
